0.0073272,0.007265,0.0036813,0.0001228,2.1443e-09,0
0.0095152,0.007757,0.0047518,0.00030634,0,0
0.0082704,0.0089025,0.0046483,0.00031226,8.4706e-08,0
0.0040844,0.0033594,0.00076962,1.8299e-05,0,0
0.012507,0.012352,0.0072046,0.00094397,0,0
0.019079,0.016196,0.0090216,9.9308e-05,0,0
0.018449,0.016712,0.011608,0.0013469,0,0
0.010602,0.00736,0.0033364,3.5812e-05,0,0
0.016511,0.012087,0.0069686,0.00076743,0,0
0.022302,0.018977,0.011587,0.0014703,0,0
0.020188,0.016373,0.011396,0.0024996,0,0
0.021201,0.016503,0.0078472,0.00017515,0,0
0.0013006,9.7877e-05,1.5694e-05,0,0,0
0.031123,0.017921,0.0084947,0.00043241,0,0
0.044554,0.01772,0.0082058,0.0014105,0,0
0.020002,0.0067477,0.0020314,1.6204e-05,0,0
0.027287,0.002794,0,0,0,0
0.00052788,0.00030093,8.5136e-05,-7.0431e-18,0,0
0.02774,0.01335,0.0057231,0.00032764,0,0
0.043069,0.024036,0.01487,0.0037979,0,0
0.033328,0.023153,0.016664,0.0058087,1.9252e-05,0
0.029401,0.024589,0.017928,0.0074512,8.6658e-05,0
0.0063161,0.0063304,0.0011387,0,0,0
0.018842,0.001099,0,0,0,0
0.0035389,0.00037067,0,0,0,0
0.0015365,0.00081505,0.000196,0,0,0
0.024125,0.020351,0.013869,0.0044695,0,0
0.0037571,0.0034753,0.0009516,0,0,0
0.037518,0.016482,0.0048836,0,0,0
1.081e-15,-8.1153e-20,0,0,0,0
0.0020693,0.00059307,0,0,0,0
0.030045,0.021686,0.011616,0.0018795,0,0
0.0499,0.016408,0.003251,0,0,0
0.029475,0.025248,0.020882,0.012953,0.0014421,0
0.033617,0.021866,0.013812,0.0023295,0,0
0.038278,0.025726,0.018508,0.0062336,0,0
0.021797,0.015498,0.0084698,0.00073664,0,0
0.02026,0.013473,0.0075855,0.0018624,0,0
0.03206,0.00572,0.00025463,0,0,0
0.026301,0.020259,0.0091542,0.00016002,0,0
