0.23736,0.19396,0.10205,0.027959,0.0028393,0
0.2533,0.18339,0.10455,0.0090835,0,0
0.26698,0.22032,0.11445,0.034181,0.00057546,0
0.15181,0.10035,0.028748,0.0031784,0,0
0.34339,0.29987,0.16145,0.031406,0,0
0.35137,0.29149,0.16784,0.0020343,0,0
0.38257,0.33938,0.23608,0.029332,0,0
0.31199,0.19093,0.077996,0.0007821,0,0
0.35532,0.2437,0.14088,0.016276,0,0
0.39269,0.33296,0.21176,0.030544,0,0
0.39974,0.3353,0.2451,0.054218,0,0
0.39027,0.30161,0.15413,0.0039163,0,0
0.017609,0.0013111,0.00021146,0,0,0
0.41276,0.24462,0.11969,0.0065076,0,0
0.42561,0.18412,0.066545,0.0092917,0,0
0.26076,0.071687,0.019243,0.00014495,0,0
0.36381,0.031322,0,0,0,0
0.015265,0.0083053,0.0022574,-1.7328e-16,0,0
0.32975,0.13567,0.046571,0.0023607,0,0
0.49396,0.25713,0.13396,0.032449,0,0
0.46128,0.27793,0.17925,0.053326,0.00017287,0
0.46442,0.29682,0.18493,0.059075,0.00066987,0
0.087972,0.08648,0.012562,0,0,0
0.17164,0.012905,0,0,0,0
0.033104,0.0036261,0,0,0,0
0.018996,0.0098375,0.0021824,0,0,0
0.3687,0.25059,0.13506,0.031252,0,0
0.045452,0.039305,0.009876,0,0,0
0.38164,0.15836,0.047662,0,0,0
1.238e-14,-8.7726e-19,0,0,0,0
0.022116,0.0062895,0,0,0,0
0.34364,0.23399,0.11908,0.019326,0,0
0.4286,0.16366,0.033141,0,0,0
0.41665,0.37416,0.32816,0.22064,0.025376,0
0.42334,0.30487,0.20704,0.037824,0,0
0.46979,0.34849,0.25949,0.089443,0,0
0.34036,0.24293,0.1315,0.011123,0,0
0.35686,0.23521,0.1405,0.038475,0,0
0.40012,0.091975,0.0043114,0,0,0
0.39523,0.29505,0.1291,0.0021606,0,0
0.37292,0.23933,0.085106,0.00035462,0,0
0.11218,0.049628,0.022586,0.0014427,0,0
0.09142,0.008012,0.0019313,0,0,0
0.031625,0.010167,0.0019046,6.2575e-05,0,0
0.034741,0.016041,0.0054552,0.00055343,-3.6216e-17,0
